#F f1f2_Chantler.dat
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#C  This file has been created using extract_Chantler-NIST-FFAST.pl on Mon Jun 28 17:10:31 2021
#C  It is a part of X-ray Server, https://x-server.gmca.aps.anl.gov
#UD 
#UD The scattering values in this file have been obtained from:
#UD https://github.com/usnistgov/FFAST.jl/tree/master/data/mac[NN].csv
#UD and a WWW interface to these data is at:
#UD https://physics.nist.gov/PhysRefData/FFast/html/form.html
#UD 
#UD Reference
#UD   [1] C.T. Chantler, J. Phys. Chem. Ref. Data 29(4), 597-1048 (2000).
#UD   "Detailed Tabulation of Atomic Form Factors, Photoelectric Absorption
#UD   and Scattering Cross Section, and Mass Attenuation Coefficients in the
#UD   Vicinity of Absorption Edges in the Soft X-Ray (Z = 30-36, Z = 60-89,
#UD   E = 0.1 keV-10 keV), Addressing Convergence Issues of Earlier Work."
#UD   
#UD   [2] C.T. Chantler, J. Phys. Chem. Ref. Data 24, 71 (1995). 
#UD   "Theoretical Form Factor, Attenuation and Scattering Tabulation for 
#UD   Z=1-92 from E=1-10 eV to E=0.4-1.0 MeV."
#S 1  H
#UB -0.9999
#UF1ADD 0.0
#L PhotonEnergy[eV]  f1  f2
#UO  H, Z=1, (Energy (eV),f1,f2)
    804.29212   36.5203         10.518       
    808.31358   36.5258         10.489       
    812.35515   36.5302         10.46        
    816.41693   36.5336         10.431       
    820.49901   36.5359         10.402       
    824.60150   36.5371         10.372       
    828.72451   36.5372         10.343       
    832.86813   36.5362         10.313       
    837.03248   36.5341         10.283       
    841.21764   36.5307         10.253       
    845.42373   36.5263         10.223       
    849.65084   36.5206         10.193       
    853.89910   36.5137         10.163       
    858.16859   36.5056         10.133       
    862.45944   36.4962         10.103       
    866.77173   36.4855         10.073       
    871.10559   36.4736         10.042       
    875.46112   36.4603         10.012       
    879.83843   36.4469         9.9813       
    884.23762   36.431          9.9508       
    888.65881   36.4136         9.9203       
    893.10210   36.3948         9.8897       
    897.56761   36.3746         9.8591       
    902.05545   36.3529         9.8285       
    906.56573   36.3297         9.7979       
    911.09856   36.305          9.7672       
    915.65405   36.2786         9.7366       
    920.23232   36.2507         9.7059       
    924.83348   36.2212         9.6752       
    929.45765   36.19           9.6445       
    934.10494   36.157          9.6138       
    938.77546   36.1223         9.5832       
    943.46934   36.0859         9.5525       
    948.18668   36.0476         9.5219       
    952.92762   36.0074         9.4912       
    957.69226   35.9653         9.4606       
    962.48072   35.9213         9.43         
    967.29312   35.8752         9.3995       
    972.12959   35.8271         9.3689       
    976.99023   35.7769         9.3384       
    981.87519   35.7245         9.308        
    986.78456   35.67           9.2776       
    991.71848   35.6131         9.2472       
    996.67708   35.5541         9.2168       
   1001.66050   35.5075         9.1789       
   1006.66880   35.4827         9.1261       
   1011.70210   35.4478         9.0736       
   1016.76060   35.4039         9.0214       
   1021.84440   35.3516         8.9696       
   1026.95360   35.2915         8.9182       
   1032.08840   35.2241         8.8671       
   1037.24890   35.1497         8.8164       
   1042.43510   35.0684         8.766        
   1047.64730   34.9805         8.716        
   1052.88550   34.8859         8.6663       
   1058.14990   34.7847         8.6169       
   1063.44070   34.6769         8.5679       
   1068.75790   34.5624         8.5193       
   1074.10170   34.4411         8.4709       
   1079.47220   34.3129         8.4229       
   1084.86950   34.1775         8.3753       
   1090.29390   34.0347         8.3279       
   1095.74540   33.8842         8.2809       
   1101.22410   33.7257         8.2342       
   1106.73020   33.5589         8.1878       
   1112.26390   33.3833         8.1418       
   1117.82520   33.1985         8.0961       
   1123.41430   33.0039         8.0507       
   1129.03140   32.799          8.0056       
   1134.67650   32.5831         7.9608       
   1140.34990   32.3554         7.9163       
   1146.05170   32.1151         7.8721       
   1151.78190   31.8612         7.8283       
   1157.54080   31.5927         7.7847       
   1163.32850   31.3083         7.7415       
   1169.14520   31.0067         7.6985       
   1174.99090   30.686          7.6548       
   1180.86590   30.3445         7.6105       
   1186.77020   29.9798         7.5666       
   1192.70400   29.5894         7.5229       
   1198.66760   29.1703         7.4795       
   1204.66090   28.7188         7.4365       
   1210.68420   28.2306         7.3938       
   1216.73760   27.7003         7.3513       
   1222.82130   27.1213         7.3092       
   1228.93540   26.4852         7.2673       
   1235.08010   25.7812         7.2258       
   1241.25550   24.995          7.1845       
   1247.46180   24.1072         7.1435       
   1253.69910   23.0911         7.1029       
   1259.96760   21.9047         7.0625       
   1266.26740   20.4841         7.0223       
   1272.59880   18.7174         6.9825       
   1278.96180   16.3805         6.943        
   1285.35660   12.8991         6.9037       
   1291.78330   5.58834         6.8647       
   1294.72900   -12.71          6.8469       
   1295.07090   -13.0561        26.489       
   1298.24230   5.3553          26.389       
   1304.73350   11.5342         26.186       
   1311.25710   13.8769         25.985       
   1317.81340   14.7162         25.786       
   1324.40250   14.0991         25.588       
   1331.02450   8.65102         25.392       
   1332.19880   2.39694         25.357       
   1332.80110   2.31057         38.199       
   1337.67960   14.9106         37.98        
   1344.36800   19.4254         37.683       
   1351.08990   22.2413         37.389       
   1357.84530   24.381          37.097       
   1364.63450   26.1366         36.807       
   1371.45770   27.6375         36.52        
   1378.31500   28.9537         36.235       
   1385.20660   30.1281         35.952       
   1392.13260   31.1894         35.672       
   1399.09330   32.1577         35.394       
   1406.08870   33.0477         35.118       
   1413.11920   33.8708         34.844       
   1420.18480   34.6356         34.573       
   1427.28570   35.3491         34.303       
   1434.42210   36.017          34.036       
   1441.59420   36.644          33.771       
   1448.80220   37.234          33.509       
   1456.04620   37.7901         33.248       
   1463.32650   38.3152         32.989       
   1470.64310   38.8115         32.733       
   1477.99630   39.2812         32.479       
   1485.38630   39.7259         32.226       
   1492.81320   40.147          31.976       
   1500.27730   40.5459         31.728       
   1507.77870   40.9237         31.481       
   1515.31760   41.2811         31.237       
   1522.89420   41.619          30.995       
   1530.50860   41.938          30.754       
   1538.16120   42.2384         30.516       
   1545.85200   42.5206         30.279       
   1553.58120   42.7846         30.045       
   1561.34910   43.0304         29.812       
   1569.15590   43.2576         29.581       
   1577.00170   43.4658         29.352       
   1584.88670   43.6539         29.125       
   1592.81110   43.8206         28.9         
   1600.77520   43.9641         28.676       
   1608.77900   44.0814         28.454       
   1616.82290   44.1685         28.234       
   1624.90700   44.2193         28.016       
   1633.03160   44.224          27.8         
   1641.19670   44.1663         27.585       
   1649.40270   44.0159         27.372       
   1657.64970   43.7067         27.161       
   1665.93800   43.042          26.951       
   1674.00150   40.6438         26.75        
   1674.26770   40.3848         26.743       
   1677.19860   40.671          31.276       
   1682.63900   43.008          31.109       
   1691.05220   44.3844         30.853       
   1699.50750   45.2282         30.599       
   1708.00500   45.8623         30.348       
   1716.54500   46.3795         30.098       
   1725.12780   46.8192         29.851       
   1733.75340   47.2017         29.606       
   1742.42220   47.5382         29.362       
   1751.13430   47.8347         29.12        
   1759.88990   48.0934         28.885       
   1768.68940   48.3245         28.668       
   1777.53280   48.5326         28.454       
   1786.42050   48.7158         28.243       
   1795.35260   48.8707         28.034       
   1804.32940   48.9917         27.829       
   1813.35100   49.0667         27.626       
   1822.41780   49.0685         27.425       
   1831.52990   48.9126         27.227       
   1839.98580   48.0751         27.047       
   1840.68750   47.7976         27.032       
   1843.61410   48.1344         28.861       
   1849.89090   49.1843         28.714       
   1859.14040   49.8465         28.5         
   1868.43610   50.2957         28.289       
   1877.77830   50.657          28.08        
   1887.16720   50.9672         27.873       
   1896.60300   51.2425         27.669       
